,loss,localization_loss,classification_loss,localization_mean_squared_error,classification_accuracy,val_loss,val_localization_loss,val_classification_loss,val_localization_mean_squared_error,val_classification_accuracy
55,2.5949211826537573,5.01247501373291,0.08868388831615448,382.7211608886719,0.9702339172363281,2.946413286270634,5.640835762023926,0.12599557638168335,655.3858032226562,0.9596773982048035
56,2.597125177276867,5.020679950714111,0.08678478002548218,388.37872314453125,0.9724162220954895,2.8638881944840953,5.502257347106934,0.11276017874479294,610.0285034179688,0.961693525314331
57,2.5814886013222806,4.9986042976379395,0.08218618482351303,378.21044921875,0.9733763933181763,2.9113452665267454,5.4872355461120605,0.16772684454917908,612.3213500976562,0.9475806355476379
58,2.5717164071578553,4.989963531494141,0.07673530280590057,377.5133972167969,0.9745111465454102,2.892108363489951,5.537662506103516,0.12327674776315689,617.2969360351562,0.9621976017951965
59,2.5489556802717668,4.968937397003174,0.06448747962713242,374.6287536621094,0.9783519506454468,2.8921461259165118,5.5606608390808105,0.11181574314832687,625.2781372070312,0.9662298560142517
60,2.562961991272825,4.983737945556641,0.07109221816062927,366.4386291503906,0.9752967953681946,2.90995781652389,5.572412490844727,0.1237516701221466,633.1322631835938,0.9642137289047241
61,2.5732318875509934,4.984683036804199,0.0808899998664856,368.4055480957031,0.9739001393318176,2.954913039361277,5.630001068115234,0.13991227746009827,646.4860229492188,0.9591733813285828
62,2.5759545997534383,4.994511127471924,0.07869774103164673,375.48602294921875,0.974423885345459,2.9345841100139003,5.641971111297607,0.11359831690788269,656.2310791015625,0.9621976017951965
63,2.5581570630632964,4.972907066345215,0.07170421630144119,369.6339111328125,0.9758205413818359,3.0285607922461724,5.829462051391602,0.11382956057786942,718.180908203125,0.9657257795333862
64,2.549261390163912,4.966793060302734,0.06586453318595886,367.11688232421875,0.9785265326499939,2.9829605625521753,5.711166858673096,0.12737733125686646,668.7794189453125,0.9556451439857483
65,2.5326448272726387,4.940690517425537,0.06229924410581589,363.053955078125,0.9788756966590881,2.9301912938394854,5.585382461547852,0.13750043511390686,637.1574096679688,0.9627016186714172
66,2.5470616924030156,4.946858882904053,0.07363161444664001,360.12994384765625,0.9754713773727417,2.8560383089127077,5.4958109855651855,0.10813252627849579,611.6932983398438,0.9677419066429138
67,2.545132615712768,4.949435234069824,0.07041531801223755,361.0576477050781,0.9761697053909302,2.9579357793254237,5.601461410522461,0.15720532834529877,648.7296142578125,0.9480846524238586
68,2.5502701032095114,4.962679386138916,0.0689309686422348,365.1351623535156,0.9773044586181641,2.924253617563555,5.615174770355225,0.11666557937860489,632.20751953125,0.961693525314331
69,2.535076041461369,4.941674709320068,0.06423904746770859,352.035888671875,0.9795740246772766,2.9027138679258284,5.5792436599731445,0.11309205740690231,634.8804321289062,0.9642137289047241
70,2.525246332477591,4.919004917144775,0.06574360281229019,348.9114074707031,0.9794867038726807,2.8669604870580856,5.526980400085449,0.10347045958042145,614.9556274414062,0.9702621102333069
71,2.5520399975377086,4.954231262207031,0.07492443919181824,362.4718933105469,0.9752967953681946,2.9688631411521667,5.73068904876709,0.1035187765955925,679.03564453125,0.9677419066429138
72,2.5165846734073574,4.914743900299072,0.059212446212768555,351.204833984375,0.981407105922699,2.9465304728477233,5.594217300415039,0.14942190051078796,633.159423828125,0.9526209831237793
73,2.5019564335572655,4.887986660003662,0.05796278640627861,345.3699951171875,0.9809706807136536,2.975243914511896,5.766232013702393,0.09212831407785416,694.4026489257812,0.9707661271095276
74,2.529737701629127,4.936990737915039,0.061241697520017624,352.802978515625,0.9803596138954163,2.830815153737222,5.478125095367432,0.09175240248441696,592.3270263671875,0.9717742204666138
75,2.512994193497983,4.899477958679199,0.06325521320104599,334.0652160644531,0.9772171974182129,2.849274020041189,5.471738815307617,0.11340489983558655,609.025390625,0.9642137289047241
76,2.5150011145202806,4.918990612030029,0.055505938827991486,351.92620849609375,0.9820181727409363,2.86638892081476,5.556751251220703,0.08801303058862686,620.4673461914062,0.975806474685669
77,2.5022571060244596,4.881649971008301,0.06143231689929962,341.6824951171875,0.978701114654541,2.8294161596605854,5.484909534454346,0.08696083724498749,617.5537719726562,0.96875
78,2.499579701343728,4.876490592956543,0.06133398786187172,329.74053955078125,0.9786138534545898,2.8749927936061734,5.5532612800598145,0.09836211055517197,620.7515258789062,0.9697580933570862
79,2.482061896244241,4.849106311798096,0.05750904232263565,338.0258483886719,0.9804469347000122,2.8640572178748345,5.5513081550598145,0.08840344101190567,618.81884765625,0.9697580933570862
